ID,Estimated Speedup [%],Function Name,Demangled Name,Duration [s],Runtime Improvement [s],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread],Grid Size,Block Size [block]
823,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15866.54%),0.00,11.11 (+462.67%),49.95 (+219.34%),48  (+84.62%),"  256,  192,    1","   16,   16,    1"
824,0.00,gelu_forward_kernel1,gelu_forward_kernel1..const..,0.00  (-82.87%),0.00,37.24 (+1785.79%),70.06 (+347.91%),16  (-38.46%),"98304,    1,    1","  128,    1,    1"
825,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15862.83%),0.00,11.09 (+461.71%),49.91 (+219.08%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
826,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.02%),0.00,23.82 (+1106.04%),90.36 (+477.70%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
827,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.21%),0.00,1.48  (-24.83%),14.97   (-4.26%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
828,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.35 (+11877.68%),0.00,11.11 (+462.51%),49.93 (+219.24%),48  (+84.62%),"  256,  144,    1","   16,   16,    1"
829,0.00,permute_kernel1,permute_kernel1(float..const..,0.00  (-88.14%),0.00,35.52 (+1698.45%),83.39 (+433.13%),18  (-30.77%),"12288,    1,    1","  256,    1,    1"
830,0.00,volta_sgemm_128x64_tn,volta_sgemm_128x64_tn,0.00   (+3.87%),0.00,72.37 (+3564.66%),48.20 (+208.15%),122 (+369.23%),"    8,   16,   48","  128,    1,    1"
831,0.00,scale_kernel,"scale_kernel(float *, float, int..",0.00  (-14.76%),0.00,64.58 (+3170.34%),44.44 (+184.13%),16  (-38.46%),"196608,    1,    1","  256,    1,    1"
832,0.00,softmax_forward_kernel1,softmax_forward_kernel1..const..,0.08 (+2713.74%),0.00,2.61  (+31.98%),51.33 (+228.20%),50  (+92.31%),"  192,    1,    1","  256,    1,    1"
833,0.00,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,0.00  (-14.88%),0.00,86.94 (+4302.27%),58.30 (+272.70%),126 (+384.62%),"    1,   16,   48","   64,    1,    1"
834,0.00,unpermute_kernel1,unpermute_kernel1(const float..,0.00  (-94.80%),0.00,72.22 (+3557.01%),58.60 (+274.63%),17  (-34.62%),"12288,    1,    1","  256,    1,    1"
835,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.12 (+3895.88%),0.00,11.10 (+462.11%),49.90 (+219.02%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
836,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.02%),0.00,23.85 (+1107.88%),90.40 (+477.97%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
837,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+31.74%),0.00,1.49  (-24.30%),15.05   (-3.80%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
838,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15866.54%),0.00,11.11 (+462.67%),49.95 (+219.33%),48  (+84.62%),"  256,  192,    1","   16,   16,    1"
839,0.00,gelu_forward_kernel1,gelu_forward_kernel1..const..,0.00  (-82.97%),0.00,37.30 (+1788.97%),70.28 (+349.30%),16  (-38.46%),"98304,    1,    1","  128,    1,    1"
840,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15863.13%),0.00,11.09 (+461.65%),49.90 (+219.04%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
841,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.01%),0.00,23.79 (+1104.45%),90.30 (+477.29%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
842,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.05%),0.00,1.48  (-24.97%),15.05   (-3.76%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
843,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.35 (+11878.57%),0.00,11.11 (+462.51%),49.93 (+219.24%),48  (+84.62%),"  256,  144,    1","   16,   16,    1"
844,0.00,permute_kernel1,permute_kernel1(float..const..,0.00  (-88.13%),0.00,35.50 (+1697.86%),83.40 (+433.18%),18  (-30.77%),"12288,    1,    1","  256,    1,    1"
845,0.00,volta_sgemm_128x64_tn,volta_sgemm_128x64_tn,0.00   (+3.93%),0.00,72.36 (+3564.04%),48.19 (+208.09%),122 (+369.23%),"    8,   16,   48","  128,    1,    1"
846,0.00,scale_kernel,"scale_kernel(float *, float, int..",0.00  (-14.68%),0.00,64.58 (+3170.06%),44.45 (+184.16%),16  (-38.46%),"196608,    1,    1","  256,    1,    1"
847,0.00,softmax_forward_kernel1,softmax_forward_kernel1..const..,0.08 (+2781.89%),0.00,2.56  (+29.75%),50.16 (+220.66%),50  (+92.31%),"  192,    1,    1","  256,    1,    1"
848,0.00,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,0.00  (-15.01%),0.00,86.38 (+4274.24%),58.31 (+272.77%),126 (+384.62%),"    1,   16,   48","   64,    1,    1"
849,0.00,unpermute_kernel1,unpermute_kernel1(const float..,0.00  (-94.81%),0.00,72.23 (+3557.77%),58.65 (+274.97%),17  (-34.62%),"12288,    1,    1","  256,    1,    1"
850,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.12 (+3895.92%),0.00,11.10 (+462.11%),49.90 (+219.02%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
851,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.03%),0.00,23.88 (+1109.28%),90.40 (+477.95%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
852,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.16%),0.00,1.51  (-23.66%),15.00   (-4.07%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
853,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15866.46%),0.00,11.11 (+462.67%),49.95 (+219.33%),48  (+84.62%),"  256,  192,    1","   16,   16,    1"
854,0.00,gelu_forward_kernel1,gelu_forward_kernel1..const..,0.00  (-82.97%),0.00,37.32 (+1789.96%),70.39 (+350.02%),16  (-38.46%),"98304,    1,    1","  128,    1,    1"
855,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15863.23%),0.00,11.09 (+461.67%),49.90 (+219.06%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
856,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.01%),0.00,23.79 (+1104.64%),90.21 (+476.75%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
857,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.27%),0.00,1.49  (-24.42%),15.02   (-3.98%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
858,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.35 (+11878.13%),0.00,11.11 (+462.50%),49.93 (+219.24%),48  (+84.62%),"  256,  144,    1","   16,   16,    1"
859,0.00,permute_kernel1,permute_kernel1(float..const..,0.00  (-88.14%),0.00,35.42 (+1693.58%),83.39 (+433.15%),18  (-30.77%),"12288,    1,    1","  256,    1,    1"
860,0.00,volta_sgemm_128x64_tn,volta_sgemm_128x64_tn,0.00   (+3.79%),0.00,72.40 (+3566.21%),48.21 (+208.26%),122 (+369.23%),"    8,   16,   48","  128,    1,    1"
861,0.00,scale_kernel,"scale_kernel(float *, float, int..",0.00  (-14.68%),0.00,64.61 (+3171.81%),44.46 (+184.23%),16  (-38.46%),"196608,    1,    1","  256,    1,    1"
862,0.00,softmax_forward_kernel1,softmax_forward_kernel1..const..,0.08 (+2722.38%),0.00,2.59  (+31.39%),50.96 (+225.80%),50  (+92.31%),"  192,    1,    1","  256,    1,    1"
863,0.00,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,0.00  (-14.93%),0.00,86.39 (+4274.66%),58.19 (+272.01%),126 (+384.62%),"    1,   16,   48","   64,    1,    1"
864,0.00,unpermute_kernel1,unpermute_kernel1(const float..,0.00  (-94.80%),0.00,72.20 (+3556.15%),58.61 (+274.74%),17  (-34.62%),"12288,    1,    1","  256,    1,    1"
865,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.12 (+3895.72%),0.00,11.10 (+462.08%),49.90 (+219.00%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
866,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.01%),0.00,23.82 (+1106.16%),90.24 (+476.92%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
867,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.16%),0.00,1.49  (-24.72%),15.04   (-3.83%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
868,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15866.63%),0.00,11.11 (+462.67%),49.95 (+219.33%),48  (+84.62%),"  256,  192,    1","   16,   16,    1"
869,0.00,gelu_forward_kernel1,gelu_forward_kernel1..const..,0.00  (-82.88%),0.00,37.16 (+1781.57%),69.82 (+346.39%),16  (-38.46%),"98304,    1,    1","  128,    1,    1"
870,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15863.49%),0.00,11.09 (+461.69%),49.91 (+219.07%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
871,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.02%),0.00,23.87 (+1108.82%),90.62 (+479.38%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
872,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.62%),0.00,1.49  (-24.54%),15.01   (-4.02%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
873,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.35 (+11878.14%),0.00,11.11 (+462.51%),49.93 (+219.25%),48  (+84.62%),"  256,  144,    1","   16,   16,    1"
874,0.00,permute_kernel1,permute_kernel1(float..const..,0.00  (-88.14%),0.00,35.41 (+1693.00%),83.44 (+433.46%),18  (-30.77%),"12288,    1,    1","  256,    1,    1"
875,0.00,volta_sgemm_128x64_tn,volta_sgemm_128x64_tn,0.00   (+3.89%),0.00,72.39 (+3565.46%),48.21 (+208.20%),122 (+369.23%),"    8,   16,   48","  128,    1,    1"
876,0.00,scale_kernel,"scale_kernel(float *, float, int..",0.00  (-14.73%),0.00,64.56 (+3168.93%),44.46 (+184.24%),16  (-38.46%),"196608,    1,    1","  256,    1,    1"
877,0.00,softmax_forward_kernel1,softmax_forward_kernel1..const..,0.08 (+2773.85%),0.00,2.61  (+32.15%),51.84 (+231.46%),50  (+92.31%),"  192,    1,    1","  256,    1,    1"
878,0.00,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,0.00  (-15.16%),0.00,86.87 (+4298.62%),58.11 (+271.49%),126 (+384.62%),"    1,   16,   48","   64,    1,    1"
879,0.00,unpermute_kernel1,unpermute_kernel1(const float..,0.00  (-94.80%),0.00,72.23 (+3557.35%),58.63 (+274.87%),17  (-34.62%),"12288,    1,    1","  256,    1,    1"
880,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.12 (+3895.72%),0.00,11.10 (+462.11%),49.90 (+219.02%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
881,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.00%),0.00,23.76 (+1103.01%),90.34 (+477.59%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
882,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.02%),0.00,1.48  (-25.02%),15.04   (-3.85%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
883,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15866.43%),0.00,11.11 (+462.67%),49.95 (+219.33%),48  (+84.62%),"  256,  192,    1","   16,   16,    1"
884,0.00,gelu_forward_kernel1,gelu_forward_kernel1..const..,0.00  (-82.92%),0.00,37.22 (+1784.74%),69.98 (+347.38%),16  (-38.46%),"98304,    1,    1","  128,    1,    1"
885,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15864.23%),0.00,11.09 (+461.69%),49.91 (+219.06%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
886,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.01%),0.00,23.89 (+1109.86%),90.53 (+478.76%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
887,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.04%),0.00,1.48  (-25.07%),14.94   (-4.51%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
888,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.35 (+11878.09%),0.00,11.11 (+462.50%),49.93 (+219.24%),48  (+84.62%),"  256,  144,    1","   16,   16,    1"
889,0.00,permute_kernel1,permute_kernel1(float..const..,0.00  (-88.13%),0.00,35.45 (+1694.92%),83.48 (+433.70%),18  (-30.77%),"12288,    1,    1","  256,    1,    1"
890,0.00,volta_sgemm_128x64_tn,volta_sgemm_128x64_tn,0.00   (+3.84%),0.00,72.40 (+3566.13%),48.21 (+208.25%),122 (+369.23%),"    8,   16,   48","  128,    1,    1"
891,0.00,scale_kernel,"scale_kernel(float *, float, int..",0.00  (-14.73%),0.00,64.57 (+3169.77%),44.42 (+184.00%),16  (-38.46%),"196608,    1,    1","  256,    1,    1"
892,0.00,softmax_forward_kernel1,softmax_forward_kernel1..const..,0.08 (+2727.05%),0.00,2.62  (+32.55%),51.27 (+227.77%),50  (+92.31%),"  192,    1,    1","  256,    1,    1"
893,0.00,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,0.00  (-15.02%),0.00,86.26 (+4268.10%),58.49 (+273.97%),126 (+384.62%),"    1,   16,   48","   64,    1,    1"
894,0.00,unpermute_kernel1,unpermute_kernel1(const float..,0.00  (-94.80%),0.00,72.23 (+3557.63%),58.66 (+275.03%),17  (-34.62%),"12288,    1,    1","  256,    1,    1"
895,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.12 (+3895.80%),0.00,11.10 (+462.12%),49.90 (+219.02%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
896,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.04%),0.00,23.93 (+1111.80%),90.44 (+478.20%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
897,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.27%),0.00,1.50  (-23.91%),15.01   (-4.07%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
898,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15866.24%),0.00,11.11 (+462.67%),49.95 (+219.33%),48  (+84.62%),"  256,  192,    1","   16,   16,    1"
899,0.00,gelu_forward_kernel1,gelu_forward_kernel1..const..,0.00  (-82.90%),0.00,37.23 (+1785.30%),70.17 (+348.61%),16  (-38.46%),"98304,    1,    1","  128,    1,    1"
900,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15863.89%),0.00,11.09 (+461.67%),49.90 (+219.05%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
901,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.01%),0.00,23.82 (+1106.32%),90.49 (+478.56%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
902,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.07%),0.00,1.48  (-24.81%),15.00   (-4.10%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
903,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.35 (+11877.76%),0.00,11.11 (+462.52%),49.93 (+219.25%),48  (+84.62%),"  256,  144,    1","   16,   16,    1"
904,0.00,permute_kernel1,permute_kernel1(float..const..,0.00  (-88.14%),0.00,35.47 (+1696.30%),83.49 (+433.80%),18  (-30.77%),"12288,    1,    1","  256,    1,    1"
905,0.00,volta_sgemm_128x64_tn,volta_sgemm_128x64_tn,0.00   (+3.94%),0.00,72.38 (+3564.89%),48.20 (+208.16%),122 (+369.23%),"    8,   16,   48","  128,    1,    1"
906,0.00,scale_kernel,"scale_kernel(float *, float, int..",0.00  (-14.70%),0.00,64.60 (+3171.33%),44.44 (+184.10%),16  (-38.46%),"196608,    1,    1","  256,    1,    1"
907,0.00,softmax_forward_kernel1,softmax_forward_kernel1..const..,0.08 (+2736.28%),0.00,2.61  (+31.96%),50.56 (+223.22%),50  (+92.31%),"  192,    1,    1","  256,    1,    1"
908,0.00,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,0.00  (-14.47%),0.00,86.82 (+4296.46%),58.24 (+272.35%),126 (+384.62%),"    1,   16,   48","   64,    1,    1"
909,0.00,unpermute_kernel1,unpermute_kernel1(const float..,0.00  (-94.80%),0.00,72.23 (+3557.73%),58.64 (+274.94%),17  (-34.62%),"12288,    1,    1","  256,    1,    1"
910,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.12 (+3895.53%),0.00,11.10 (+462.07%),49.90 (+219.00%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
911,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.04%),0.00,24.00 (+1115.41%),90.50 (+478.57%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
912,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.44%),0.00,1.46  (-25.96%),15.00   (-4.07%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
913,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15866.41%),0.00,11.11 (+462.66%),49.95 (+219.33%),48  (+84.62%),"  256,  192,    1","   16,   16,    1"
914,0.00,gelu_forward_kernel1,gelu_forward_kernel1..const..,0.00  (-82.84%),0.00,37.04 (+1775.80%),69.76 (+345.99%),16  (-38.46%),"98304,    1,    1","  128,    1,    1"
915,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15863.52%),0.00,11.09 (+461.68%),49.91 (+219.06%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
916,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-94.99%),0.00,23.79 (+1104.68%),90.51 (+478.66%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
917,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.01%),0.00,1.49  (-24.75%),15.02   (-3.98%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
918,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,7.63 (+261399.42%),0.00,11.11 (+462.56%),49.96 (+219.43%),48  (+84.62%),"  256, 3144,    1","   16,   16,    1"
919,0.00,fused_classifier_kernel1,fused_classifier_kernel1..const..,0.01 (+356.13%),0.00,15.87 (+703.77%),75.53 (+382.90%),24   (-7.69%)," 1024,    1,    1","  128,    1,    1"
920,80.00,encoder_forward_kernel1,encoder_forward_kernel1..const..,0.00   (+1.01%),0.00,1.97   (-0.42%),15.41   (-1.47%),26   (+0.00%),"    8,    1,    1","  512,    1,    1"
921,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.09%),0.00,1.50  (-24.17%),15.01   (-4.05%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
922,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.35 (+11878.47%),0.00,11.11 (+462.50%),49.93 (+219.24%),48  (+84.62%),"  256,  144,    1","   16,   16,    1"
923,0.00,permute_kernel1,permute_kernel1(float..const..,0.00  (-88.16%),0.00,35.51 (+1698.06%),83.60 (+434.48%),18  (-30.77%),"12288,    1,    1","  256,    1,    1"
924,0.00,volta_sgemm_128x64_tn,volta_sgemm_128x64_tn,0.00   (+3.86%),0.00,72.32 (+3561.87%),48.16 (+207.93%),122 (+369.23%),"    8,   16,   48","  128,    1,    1"
925,0.00,scale_kernel,"scale_kernel(float *, float, int..",0.00  (-14.73%),0.00,64.57 (+3169.59%),44.46 (+184.25%),16  (-38.46%),"196608,    1,    1","  256,    1,    1"
926,0.00,softmax_forward_kernel1,softmax_forward_kernel1..const..,0.08 (+2742.54%),0.00,2.63  (+33.21%),51.43 (+228.82%),50  (+92.31%),"  192,    1,    1","  256,    1,    1"
927,0.00,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,0.00  (-14.93%),0.00,87.00 (+4305.57%),58.21 (+272.17%),126 (+384.62%),"    1,   16,   48","   64,    1,    1"
928,0.00,unpermute_kernel1,unpermute_kernel1(const float..,0.00  (-94.80%),0.00,72.18 (+3555.21%),58.69 (+275.23%),17  (-34.62%),"12288,    1,    1","  256,    1,    1"
929,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.12 (+3895.69%),0.00,11.10 (+462.08%),49.90 (+219.00%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
930,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.02%),0.00,23.87 (+1108.64%),90.54 (+478.86%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
931,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+31.78%),0.00,1.49  (-24.77%),15.05   (-3.77%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
932,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15866.95%),0.00,11.11 (+462.68%),49.95 (+219.34%),48  (+84.62%),"  256,  192,    1","   16,   16,    1"
933,0.00,gelu_forward_kernel1,gelu_forward_kernel1..const..,0.00  (-82.98%),0.00,37.35 (+1791.20%),70.29 (+349.42%),16  (-38.46%),"98304,    1,    1","  128,    1,    1"
934,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15862.92%),0.00,11.09 (+461.71%),49.91 (+219.08%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
935,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.01%),0.00,23.83 (+1106.75%),90.49 (+478.56%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
936,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.26%),0.00,1.48  (-25.16%),14.96   (-4.34%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
937,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.35 (+11879.11%),0.00,11.11 (+462.51%),49.93 (+219.24%),48  (+84.62%),"  256,  144,    1","   16,   16,    1"
938,0.00,permute_kernel1,permute_kernel1(float..const..,0.00  (-88.13%),0.00,35.48 (+1696.85%),83.50 (+433.83%),18  (-30.77%),"12288,    1,    1","  256,    1,    1"
939,0.00,volta_sgemm_128x64_tn,volta_sgemm_128x64_tn,0.00   (+3.77%),0.00,72.36 (+3563.94%),48.18 (+208.06%),122 (+369.23%),"    8,   16,   48","  128,    1,    1"
940,0.00,scale_kernel,"scale_kernel(float *, float, int..",0.00  (-14.71%),0.00,64.61 (+3171.49%),44.42 (+184.01%),16  (-38.46%),"196608,    1,    1","  256,    1,    1"
941,0.00,softmax_forward_kernel1,softmax_forward_kernel1..const..,0.08 (+2724.00%),0.00,2.62  (+32.47%),51.46 (+229.00%),50  (+92.31%),"  192,    1,    1","  256,    1,    1"
942,0.00,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,0.00  (-14.36%),0.00,86.98 (+4304.44%),58.02 (+270.96%),126 (+384.62%),"    1,   16,   48","   64,    1,    1"
943,0.00,unpermute_kernel1,unpermute_kernel1(const float..,0.00  (-94.80%),0.00,72.25 (+3558.69%),58.64 (+274.91%),17  (-34.62%),"12288,    1,    1","  256,    1,    1"
944,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.12 (+3895.67%),0.00,11.10 (+462.10%),49.90 (+219.01%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
